Name	trailheadapp__API_Name__c	trailheadapp__Created_At__c	trailheadapp__Description__c	trailheadapp__External_Id__c	trailheadapp__Icon__c	trailheadapp__Level__c	trailheadapp__Namespace__c	trailheadapp__Products__c	trailheadapp__Roles__c	trailheadapp__Tags__c	trailheadapp__Type__c	trailheadapp__URL__c
Administrator Certification Maintenance (Spring '19)	administrator-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Administrator certification.	m-12451	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/administrator-maintenance-spring19/12dd423789a07deba2afa58b6682739b_badge.png	Intermediate	learn	Salesforce Platform	Admin	General	Module	https://developer.salesforce.com/trailhead/module/administrator-maintenance-spring19/
Contact Center Design and Setup	contact-center-design-and-setup	2019-05-25T00:00:00.000Z	Learn Salesforce-tested strategies to build a contact center fast.	m-12480	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/contact-center-design-and-setup/e3dcd123239409d70a11d7616a621d40_badge.png	Beginner	learn	Service Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/contact-center-design-and-setup/
Data Architecture and Management Designer Certification Maintenance (Spring '19)	data-architecture-designer-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Data Architecture Designer certification.	m-12490	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/data-architecture-designer-maintenance-spring19/276e3f86a0858b7b9b2abd323abaa740_badge.png	Intermediate	learn	Einstein Analytics, Salesforce Platform, Einstein	Admin, Developer	Reporting, Data Management, Database	Module	https://developer.salesforce.com/trailhead/module/data-architecture-designer-maintenance-spring19/
Dev Lifecycle and Deployment Designer Certification Maintenance (Spring '19)	dev-lifecycle-deployment-designer-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your certification.	m-12494	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/dev-lifecycle-deployment-designer-maintenance-spring19/609385aa9201ec3b8aaf4575c6fc2ad1_badge.png	Intermediate	learn	Einstein Analytics, Salesforce Platform, Einstein	Admin, Developer	Apex, App Lifecycle, App Logic	Module	https://developer.salesforce.com/trailhead/module/dev-lifecycle-deployment-designer-maintenance-spring19/
Identity and Access Management Designer Certification Maintenance (Spring '19)	identity-and-access-management-designer-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Identity and Access Management to maintain your certification.	m-12514	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/identity-and-access-management-designer-maintenance-spring19/524f57a14fa79e79879721fa80606c8f_badge.png	Advanced	learn	Salesforce Platform	Developer	Security	Module	https://developer.salesforce.com/trailhead/module/identity-and-access-management-designer-maintenance-spring19/
Integration Architecture Designer Certification Maintenance (Spring '19)	integration-architecture-designer-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Integration Architecture certification.	m-12518	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/integration-architecture-designer-maintenance-spring19/de86583ae73f08fe1cbff483c670a8aa_badge.png	Advanced	learn	Salesforce Platform	Developer	Integration	Module	https://developer.salesforce.com/trailhead/module/integration-architecture-designer-maintenance-spring19/
Marketing Cloud Contact Management	marketing-cloud-contact-management	2019-05-25T00:00:00.000Z	Use Contact Builder to manage your Marketing Cloud contacts.	m-12547	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/marketing-cloud-contact-management/1c8047f02f1ada9275ac95b384b1d27b_badge.png	Beginner	learn	Marketing Cloud	Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/marketing-cloud-contact-management/
Mobile Solutions Architecture Certification Maintenance (Spring '19)	mobile-solutions-architecture-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Mobile Solutions Architecture certification.	m-12552	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/mobile-solutions-architecture-maintenance-spring19/74d166d209df39c4cdf998722621a28b_badge.png	Advanced	learn	Salesforce Platform	Developer	Mobile	Module	https://developer.salesforce.com/trailhead/module/mobile-solutions-architecture-maintenance-spring19/
Platform App Builder Certification Maintenance (Spring '19)	platform-app-builder-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Platform App Builder certification.	m-12568	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform-app-builder-maintenance-spring19/e4b3799763944ca748ba118d87b2dc48_badge.png	Intermediate	learn	Salesforce Platform	Developer	General	Module	https://developer.salesforce.com/trailhead/module/platform-app-builder-maintenance-spring19/
Platform Developer I Certification Maintenance (Spring '19)	platform-developer1-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Platform Developer I certification.	m-12569	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/platform-developer1-maintenance-spring19/5eccd3eabd7eb00f0b264168419fc7aa_badge.png	Intermediate	learn	Salesforce Platform, Lightning	Developer	Apex, Visualforce	Module	https://developer.salesforce.com/trailhead/module/platform-developer1-maintenance-spring19/
The Power of Movement	power-of-movement	2019-05-25T00:00:00.000Z	Integrate movement into your day to keep your body and mind healthy.	m-12571	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/power-of-movement/37120aad90fe318ae22fd0ffe1533c5e_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/power-of-movement/
Sharing and Visibility Designer Certification Maintenance (Spring '19)	sharing-and-visibility-maintenance-spring19	2019-05-25T00:00:00.000Z	Review updates to Salesforce to maintain your Sharing and Visibility certification.	m-12592	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sharing-and-visibility-maintenance-spring19/90a08353ca99bc3bfdaae49b078de708_badge.png	Advanced	learn	Salesforce Platform	Developer	Security	Module	https://developer.salesforce.com/trailhead/module/sharing-and-visibility-maintenance-spring19/
Einstein for Marketing Cloud Basics	einstein-for-marketing-cloud-basics	2019-05-29T00:00:00.000Z	Get to know the Einstein features in Marketing Cloud.	m-12714	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/einstein-for-marketing-cloud-basics/82a0b1ee5162b3ece2ff2c092389ae6f_badge.png	Beginner	learn	Marketing Cloud, Einstein	Business User	General	Module	https://developer.salesforce.com/trailhead/module/einstein-for-marketing-cloud-basics/
Salesforce Blockchain Basics	salesforce-blockchain-basics	2019-05-29T00:00:00.000Z	Create ledgers and share transaction data securely with Salesforce Blockchain.	m-12715	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforce-blockchain-basics/df72413dc29765012dbdd1521c54e61c_badge.png	Beginner	learn	General	Business User	Security	Module	https://developer.salesforce.com/trailhead/module/salesforce-blockchain-basics/
Sales Best Practices	test-module-tdx1	2019-05-29T00:00:00.000Z	My first Module	m-12799	/resource/demoboothdemotestmoduletdx1	Beginner	demobooth-demo	General	Business User	General	Module	https://demobooth-demo.my.trailhead.com/content/demobooth-demo/modules/test-module-tdx1/
Set Up Collaborative Forecasts	set-up-collaborative-forecasts	2019-03-28T00:00:00.000Z	Configure and manage forecast and quota data.	p-9244	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/set-up-collaborative-forecasts/0cf6cccdf2532079919b22316bf38550_badge.png	Beginner	learn	Sales Cloud	Admin	CRM	Project	https://developer.salesforce.com/trailhead/project/set-up-collaborative-forecasts/
Set Up the Service Console	set-up-the-service-console	2019-05-06T00:00:00.000Z	Create a customized app to help support agents efficiently manage cases.	p-11335	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/set-up-the-service-console/2d8c54d789c7043164bd7fdcd90f5fb0_badge.png	Beginner	learn	Service Cloud	Business User, Admin	General	Project	https://developer.salesforce.com/trailhead/project/set-up-the-service-console/
Build an iOS App that Uses Chatbots	ios-app-chatbot	2019-05-25T00:00:00.000Z	Use Xcode, the Embedded Service SDK, and the power of AI to enhance the mobile experience.	p-12445	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/ios-app-chatbot/23b5000466609258f35fce2fa9fe8bb6_badge.png	Intermediate	learn	Service Cloud, Einstein	Developer	Partner, Mobile	Project	https://developer.salesforce.com/trailhead/project/ios-app-chatbot/
Automate Order-to-Cash Process Using MuleSoft Flow Designer	automate-ordertocash-process-using-mulesoft-flow-designer	2019-05-25T00:00:00.000Z	Build a MuleSoft integration to automate order management and trigger SMS updates.	p-12446	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/automate-ordertocash-process-using-mulesoft-flow-designer/f7e8729ba2cd20a2415de6fbc068b830_badge.png	Intermediate	learn	Salesforce Platform	Developer	Integration	Project	https://developer.salesforce.com/trailhead/project/automate-ordertocash-process-using-mulesoft-flow-designer/
Build a Mobile Insurance App with Swift and the Salesforce Mobile SDK for iOS	mobile-insurance-app-with-swift-and-mobile-sdk	2019-05-25T00:00:00.000Z	Use Swift core concepts and the Salesforce Mobile SDK to create a rich mobile experience.	p-12447	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/mobile-insurance-app-with-swift-and-mobile-sdk/966ac2bec1cdfe0d10873fc598eeaad1_badge.png	Advanced	learn	Salesforce Platform	Developer	Partner, Mobile	Project	https://developer.salesforce.com/trailhead/project/mobile-insurance-app-with-swift-and-mobile-sdk/
Build an Automated CI/CD Pipeline with GitLab	automate-cicd-with-gitlab	2019-05-29T00:00:00.000Z	Integrate with GitLab and define steps for efficient application development.	p-12717	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/projects/automate-cicd-with-gitlab/668add027c477af9c73e001ac0361681_badge.png	Intermediate	learn	Salesforce Platform	Developer	App Lifecycle, Partner	Project	https://developer.salesforce.com/trailhead/project/automate-cicd-with-gitlab/
Salesforce.org Education Cloud: Quick Look	salesforceorg-education-cloud-quick-look	2019-03-19T00:00:00.000Z	Empower your institution to manage the entire student lifecycle and drive student success.	m-8852	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/salesforceorg-education-cloud-quick-look/69ed0810ec5a3256133fd38192fc72dc_badge.png	Beginner	learn	Education Cloud	Business User	CRM	Module	https://developer.salesforce.com/trailhead/module/salesforceorg-education-cloud-quick-look/
Resume Writing Strategies	resume-strategies	2019-03-19T00:00:00.000Z	Craft a standout resume that helps you land your dream job.	m-8856	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/resume-strategies/c90003d66c34207f70b911842b37c469_badge.png	Beginner	learn	General	Business User, Admin, Developer	General	Module	https://developer.salesforce.com/trailhead/module/resume-strategies/
CPQ Specialist Certification Maintenance (Spring ’19)	cpq-specialist-maintenance-spring19	2019-03-20T00:00:00.000Z	Review updates to Salesforce to maintain your CPQ Specialist certification.	m-8873	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/cpq-specialist-maintenance-spring19/133bebe4ae1f2b84763ec0da3669c215_badge.png	Intermediate	learn	Sales Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/cpq-specialist-maintenance-spring19/
Pardot Specialist Certification Maintenance (Spring '19)	pardot-specialist-maintenance-spring19	2019-03-20T00:00:00.000Z	Review updates to Salesforce to maintain your Pardot Specialist certification.	m-8874	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/pardot-specialist-maintenance-spring19/e42d9430a6c060b6862ee6db4563bced_badge.png	Intermediate	learn	Pardot	Business User	General	Module	https://developer.salesforce.com/trailhead/module/pardot-specialist-maintenance-spring19/
B2C Commerce Developer Certification Maintenance (Spring '19)	b2c-commerce-developer-maintenance-spring19	2019-03-20T00:00:00.000Z	Review updates to Salesforce to maintain your B2C Commerce Developer certification.	m-8880	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2c-commerce-developer-maintenance-spring19/1c70aa539079a23d51df09849009ef8f_badge.png	Beginner	learn	Commerce Cloud	Developer	App Lifecycle	Module	https://developer.salesforce.com/trailhead/module/b2c-commerce-developer-maintenance-spring19/
Marketing Cloud Email Specialist Certification Maintenance (Spring '19)	marketing-cloud-email-specialist-maintenance-spring19	2019-03-20T00:00:00.000Z	Review updates to Salesforce to maintain your Email Specialist certification.	m-8883	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/marketing-cloud-email-specialist-maintenance-spring19/8a3a5d45482a1a41b7e7b319aaf4bec0_badge.png	Intermediate	learn	Marketing Cloud	Business User	General	Module	https://developer.salesforce.com/trailhead/module/marketing-cloud-email-specialist-maintenance-spring19/
Einstein Analytics and Discovery Consultant Certification Maintenance (Spring '1	einstein-analytics-consultant-maintenance-spring19	2019-03-20T00:00:00.000Z	Review updates to Einstein Analytics and Discovery to maintain your certification.	m-8885	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/einstein-analytics-consultant-maintenance-spring19/a0f00751bab3422d32f7a1aafd63b7bb_badge.png	Beginner	learn	Einstein Analytics	Business User, Admin, Developer	Integration, Reporting, Data Management, Security, Database, Partner, Mobile	Module	https://developer.salesforce.com/trailhead/module/einstein-analytics-consultant-maintenance-spring19/
Lightning Knowledge Migration	lightning-knowledge-migration	2019-03-20T00:00:00.000Z	Unlock the full power of Knowledge by migrating to Lightning Knowledge.	m-8898	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/lightning-knowledge-migration/9721c5f2be9899755bf81ee697b11d1d_badge.png	Advanced	learn	Service Cloud, Lightning	Admin	CRM	Module	https://developer.salesforce.com/trailhead/module/lightning-knowledge-migration/
Contact Builder Implementation	contact-builder-implementation-basics	2019-03-21T00:00:00.000Z	Create a data model that gives businesses a single view of their customers.	m-8901	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/contact-builder-implementation-basics/a55f5e4c8439539e0b2dcf295c318f55_badge.png	Beginner	learn	Marketing Cloud	Business User	Partner	Module	https://developer.salesforce.com/trailhead/module/contact-builder-implementation-basics/
Salesforce B2C Commerce Scheduled Jobs	b2c-admin-create-and-manage-jobs	2019-03-21T00:00:00.000Z	Create jobs that automate data imports and exports and other multi-step processes.	m-8916	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/b2c-admin-create-and-manage-jobs/800e7a8a0a052ab206b64ac5d567b7b2_badge.png	Advanced	learn	Commerce Cloud	Admin	General	Module	https://developer.salesforce.com/trailhead/module/b2c-admin-create-and-manage-jobs/
Sales Operations Basics	sales-ops-basics	2019-03-22T00:00:00.000Z	Explore the role sales ops plays in driving success.	m-8978	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sales-ops-basics/31e0d743fbcb19c8467ef107cdbd54ea_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/sales-ops-basics/
Sales Operations Processes and Technology	sales-ops-process-and-tech	2019-03-22T00:00:00.000Z	Learn how sales ops strategically connects business processes to technology.	m-8979	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sales-ops-process-and-tech/84b3b196ce10d5ce4e75ba30c358d4fc_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/sales-ops-process-and-tech/
Sales Operations Use Case and Best Practices	sales-ops-use-case	2019-03-22T00:00:00.000Z	Get practical tips on process improvement and collaboration.	m-8980	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/sales-ops-use-case/c6bbbb7495cd09c556d618fd36c01a93_badge.png	Beginner	learn	General	Business User	General	Module	https://developer.salesforce.com/trailhead/module/sales-ops-use-case/
Industry Blueprints for Partners	industry-blueprint-basics-partners	2019-03-22T00:00:00.000Z	Understand how blueprints help you build industry solutions and meet customer needs.	m-8985	https://res.cloudinary.com/hy4kyit2a/f_auto,fl_lossy,q_70/learn/modules/industry-blueprint-basics-partners/4c48bea2af478940c76297f6816a3cb1_badge.png	Beginner	learn	General	Business User	Partner, Industries	Module	https://developer.salesforce.com/trailhead/module/industry-blueprint-basics-partners/
