Data_Source__c,EAST_NORTH_CENTRAL_LARGE__C,EAST_NORTH_CENTRAL_MEDIUM__C,EAST_NORTH_CENTRAL_SMALL__C,EAST_SOUTH_CENTRAL_LARGE__C,EAST_SOUTH_CENTRAL_MEDIUM__C,EAST_SOUTH_CENTRAL_SMALL__C,Emission_Factor_Update_Year__c,MIDDLE_ATLANTIC_LARGE__C,MIDDLE_ATLANTIC_MEDIUM__C,MIDDLE_ATLANTIC_SMALL__C,MIDWEST_LARGE__C,MIDWEST_MEDIUM__C,MIDWEST_SMALL__C,MIDWEST_KBTUSFT__C,MOUNTAIN_LARGE__C,MOUNTAIN_MEDIUM__C,MOUNTAIN_SMALL__C,NAME,NEW_ENGLAND_LARGE__C,NEW_ENGLAND_MEDIUM__C,NEW_ENGLAND_SMALL__C,NORTHEAST_LARGE__C,NORTHEAST_MEDIUM__C,NORTHEAST_SMALL__C,NORTHEAST_KBTUSFT__C,PACIFIC_LARGE__C,PACIFIC_MEDIUM__C,PACIFIC_SMALL__C,SOUTH_ATLANTIC_LARGE__C,SOUTH_ATLANTIC_MEDIUM__C,SOUTH_ATLANTIC_SMALL__C,SOUTH_LARGE__C,SOUTH_MEDIUM__C,SOUTH_SMALL__C,SOUTH_KBTUSFT__C,WEST_LARGE__C,WEST_MEDIUM__C,WEST_NORTH_CENTRAL_LARGE__C,WEST_NORTH_CENTRAL_MEDIUM__C,WEST_NORTH_CENTRAL_SMALL__C,WEST_SMALL__C,WEST_SOUTH_CENTRAL_LARGE__C,WEST_SOUTH_CENTRAL_MEDIUM__C,WEST_SOUTH_CENTRAL_SMALL__C,WEST_KBTUSFT__C,RecordType 
https://www.eia.gov/consumption/commercial/data/2012/index.php?view=consumption,15.4,12.2,15.2,15.1,13.9,15.4,2019,17.8,12.6,14.3,15.3,12.1,13.2,82.8,16.2,10.9,16.2,Energy Intensity Reference Data,14.9,10.6,11.6,17.3,12,13.2,93.9,17,10.9,13.8,16.6,15,19,17,14.8,17.5,74.9,16.8,10.9,15,12.1,10.5,14.4,18.5,14.8,16.6,74.7,CBECS
