DIESEL_CH4_FACTOR_G_MMBTU__C,DIESEL_CO2_FACTOR__C,DIESEL_N2O_FACTOR_G_MMBTU__C,FUEL_OIL_CH4_FACTOR_G_MMBTU__C,FUEL_OIL_CO2_FACTOR_KG_MMBTU__C,FUEL_OIL_N2O_FACTOR_G_MMBTU__C,GWP_CH4__C,GWP_N2O__C,GWP__C,JET_FUEL_CH4_FACTOR_G_GAL__C,JET_FUEL_CO2_FACTOR_G__C,JET_FUEL_N2O_FACTOR_G_GAL__C,NAME,NATURAL_GAS_CH4_FACTOR_G_MMBTU__C,NATURAL_GAS_CO2_FACTOR__C,NATURAL_GAS_N2O_FACTOR_G_MMBTU__C,STEAM_CH4_FACTOR_G_MMBTU__C,STEAM_CO2_FACTOR_KG_MMBTU__C,STEAM_N2O_FACTOR_G_MMBTU__C,Data_Source__c,RecordType  ,Emission_Factor_Update_Year__c, RefrigerantLeakageRatekgITkWh__c, RefrigerantLeakageRatekgSqft__c
3,73.96,0.6,3,73.96,0.6,28,265,1,0,9.75,0.3,General Conversion Factors,1,53.06,0.1,1.25,66.33,0.13,https://www.gov.uk/government/collections/government-conversion-factors-for-company-reporting; https://www.epa.gov/sites/production/files/2018-03/documents/emission-factors_mar_2018_0.pdf,Conversion_Factors ,2018, 0.0000016600, 0.0002 
