ZipCode__c,Name,EmissionFactorUpdateYear__c,SubRegion__c,State__c,City__c,Country__c,CO2__c,N2OLbGWh__c,CH4LbGWh__c,CO2eTotalLbMWh__c,CO2eTotalLbMWhMarketBased__c,OilMix__c,HydroMix__c,WindMix__c,GeothermalMix__c,BiomassMix__c,CoalMix__c,GasMix__c,NuclearMix__c,SolarMix__c,OtherFossilFuelMix__c,OtherUnknownPurchasedFuelMix__c,OilMixMarketBased__c,HydroMixMarketBased__c,WindMixMarketBased__c,GeothermalMixMarketBased__c,BiomassMixMarketBased__c,CoalMixMarketBased__c,GasMixMarketBased__c,NuclearMixMarketBased__c,SolarMixMarketBased__c,OtherFossilFuelMixMarketBased__c,OtherFuelMixMarketBased__c,DataSource__c
42718,42718 - eGRID2016,2018,SRTV,KY,Campbellsville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42719,42719 - eGRID2016,2018,SRTV,KY,Campbellsville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42720,42720 - eGRID2016,2018,SRTV,KY,Cane Valley,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42721,42721 - eGRID2016,2018,SRTV,KY,Caneyville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42722,42722 - eGRID2016,2018,SRTV,KY,Canmer,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42724,42724 - eGRID2016,2018,SRTV,KY,Cecilia,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42726,42726 - eGRID2016,2018,SRTV,KY,Clarkson,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42728,42728 - eGRID2016,2018,SRTV,KY,Columbia,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42729,42729 - eGRID2016,2018,SRTV,KY,Cub Run,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42731,42731 - eGRID2016,2018,SRTV,KY,Dubre,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42732,42732 - eGRID2016,2018,SRTV,KY,Eastview,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42733,42733 - eGRID2016,2018,SRTV,KY,Elk Horn,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42740,42740 - eGRID2016,2018,SRTV,KY,Glendale,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42741,42741 - eGRID2016,2018,SRTV,KY,Glens Fork,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42742,42742 - eGRID2016,2018,SRTV,KY,Gradyville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42743,42743 - eGRID2016,2018,SRTV,KY,Greensburg,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42746,42746 - eGRID2016,2018,SRTV,KY,Hardyville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42748,42748 - eGRID2016,2018,SRTV,KY,Hodgenville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42749,42749 - eGRID2016,2018,SRTV,KY,Horse Cave,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42753,42753 - eGRID2016,2018,SRTV,KY,Knifley,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42754,42754 - eGRID2016,2018,SRTV,KY,Leitchfield,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42755,42755 - eGRID2016,2018,SRTV,KY,Leitchfield,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42757,42757 - eGRID2016,2018,SRTV,KY,Magnolia,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42758,42758 - eGRID2016,2018,SRTV,KY,Mannsville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42759,42759 - eGRID2016,2018,SRTV,KY,Marrowbone,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42762,42762 - eGRID2016,2018,SRTV,KY,Millwood,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42764,42764 - eGRID2016,2018,SRTV,KY,Mount Sherman,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42765,42765 - eGRID2016,2018,SRTV,KY,Munfordville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42776,42776 - eGRID2016,2018,SRTV,KY,Sonora,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42782,42782 - eGRID2016,2018,SRTV,KY,Summersville,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42784,42784 - eGRID2016,2018,SRTV,KY,Upton,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
42788,42788 - eGRID2016,2018,SRTV,KY,White Mills,United States,1185.433,17,93,1192.638,1192.638,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,0.6,6.4,0,0,0.8,43.7,23.4,25.1,0.1,0,0,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43001,43001 - eGRID2016,2018,RFCW,OH,Alexandria,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43002,43002 - eGRID2016,2018,RFCW,OH,Amlin,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43003,43003 - eGRID2016,2018,RFCW,OH,Ashley,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43004,43004 - eGRID2016,2018,RFCW,OH,Blacklick,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43005,43005 - eGRID2016,2018,RFCW,OH,Bladensburg,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43006,43006 - eGRID2016,2018,RFCW,OH,Brinkhaven,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43007,43007 - eGRID2016,2018,RFCW,OH,Broadway,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43008,43008 - eGRID2016,2018,RFCW,OH,Buckeye Lake,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43009,43009 - eGRID2016,2018,RFCW,OH,Cable,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43010,43010 - eGRID2016,2018,RFCW,OH,Catawba,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43011,43011 - eGRID2016,2018,RFCW,OH,Centerburg,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43013,43013 - eGRID2016,2018,RFCW,OH,Croton,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43014,43014 - eGRID2016,2018,RFCW,OH,Danville,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43015,43015 - eGRID2016,2018,RFCW,OH,Delaware,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43016,43016 - eGRID2016,2018,RFCW,OH,Dublin,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43017,43017 - eGRID2016,2018,RFCW,OH,Dublin,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43018,43018 - eGRID2016,2018,RFCW,OH,Etna,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43019,43019 - eGRID2016,2018,RFCW,OH,Fredericktown,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43021,43021 - eGRID2016,2018,RFCW,OH,Galena,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43022,43022 - eGRID2016,2018,RFCW,OH,Gambier,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43023,43023 - eGRID2016,2018,RFCW,OH,Granville,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43025,43025 - eGRID2016,2018,RFCW,OH,Hebron,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43026,43026 - eGRID2016,2018,RFCW,OH,Hilliard,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43027,43027 - eGRID2016,2018,RFCW,OH,Homer,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43028,43028 - eGRID2016,2018,RFCW,OH,Howard,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43029,43029 - eGRID2016,2018,RFCW,OH,Irwin,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43030,43030 - eGRID2016,2018,RFCW,OH,Jacksontown,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43031,43031 - eGRID2016,2018,RFCW,OH,Johnstown,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43032,43032 - eGRID2016,2018,RFCW,OH,Kilbourne,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43033,43033 - eGRID2016,2018,RFCW,OH,Kirkersville,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43035,43035 - eGRID2016,2018,RFCW,OH,Lewis Center,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43036,43036 - eGRID2016,2018,RFCW,OH,Magnetic Springs,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43037,43037 - eGRID2016,2018,RFCW,OH,Martinsburg,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43040,43040 - eGRID2016,2018,RFCW,OH,Marysville,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43041,43041 - eGRID2016,2018,RFCW,OH,Marysville,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43044,43044 - eGRID2016,2018,RFCW,OH,Mechanicsburg,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43045,43045 - eGRID2016,2018,RFCW,OH,Milford Center,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43046,43046 - eGRID2016,2018,RFCW,OH,Millersport,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43047,43047 - eGRID2016,2018,RFCW,OH,Mingo,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43048,43048 - eGRID2016,2018,RFCW,OH,Mount Liberty,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43050,43050 - eGRID2016,2018,RFCW,OH,Mount Vernon,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43054,43054 - eGRID2016,2018,RFCW,OH,New Albany,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43055,43055 - eGRID2016,2018,RFCW,OH,Newark,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43056,43056 - eGRID2016,2018,RFCW,OH,Heath,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43058,43058 - eGRID2016,2018,RFCW,OH,Newark,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43060,43060 - eGRID2016,2018,RFCW,OH,North Lewisburg,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43061,43061 - eGRID2016,2018,RFCW,OH,Ostrander,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43062,43062 - eGRID2016,2018,RFCW,OH,Pataskala,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43064,43064 - eGRID2016,2018,RFCW,OH,Plain City,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
43065,43065 - eGRID2016,2018,RFCW,OH,Powell,United States,1243.439,19,108,1251.472,1251.472,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,0.4,0.9,3.2,0,0.6,49.8,16.7,27.6,0.1,0.7,0.1,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
