ZipCode__c,Name,EmissionFactorUpdateYear__c,SubRegion__c,State__c,City__c,Country__c,CO2__c,N2OLbGWh__c,CH4LbGWh__c,CO2eTotalLbMWh__c,CO2eTotalLbMWhMarketBased__c,OilMix__c,HydroMix__c,WindMix__c,GeothermalMix__c,BiomassMix__c,CoalMix__c,GasMix__c,NuclearMix__c,SolarMix__c,OtherFossilFuelMix__c,OtherUnknownPurchasedFuelMix__c,OilMixMarketBased__c,HydroMixMarketBased__c,WindMixMarketBased__c,GeothermalMixMarketBased__c,BiomassMixMarketBased__c,CoalMixMarketBased__c,GasMixMarketBased__c,NuclearMixMarketBased__c,SolarMixMarketBased__c,OtherFossilFuelMixMarketBased__c,OtherFuelMixMarketBased__c,DataSource__c
94142,94142 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94143,94143 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94144,94144 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94145,94145 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94146,94146 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94147,94147 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94151,94151 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94153,94153 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94154,94154 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94156,94156 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94158,94158 - eGRID2016,2018,CAMX,CA,,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94159,94159 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94160,94160 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94161,94161 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94162,94162 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94163,94163 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94164,94164 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94171,94171 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94172,94172 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94177,94177 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94188,94188 - eGRID2016,2018,CAMX,CA,San Francisco,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94199,94199 - eGRID2016,2018,CAMX,CA,,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94203,94203 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94204,94204 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94205,94205 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94206,94206 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94207,94207 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94208,94208 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94209,94209 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94211,94211 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94229,94229 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94230,94230 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94232,94232 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94234,94234 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94235,94235 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94236,94236 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94237,94237 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94239,94239 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94240,94240 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94244,94244 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94245,94245 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94246,94246 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94247,94247 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94248,94248 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94249,94249 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94250,94250 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94252,94252 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94254,94254 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94256,94256 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94257,94257 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94258,94258 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94259,94259 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94261,94261 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94262,94262 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94263,94263 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94267,94267 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94268,94268 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94269,94269 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94271,94271 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94273,94273 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94274,94274 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94277,94277 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94278,94278 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94279,94279 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94280,94280 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94282,94282 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94283,94283 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94284,94284 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94285,94285 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94286,94286 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94287,94287 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94288,94288 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94289,94289 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94290,94290 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94291,94291 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94293,94293 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94294,94294 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94295,94295 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94296,94296 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94297,94297 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
94298,94298 - eGRID2016,2018,CAMX,CA,Sacramento,United States,527.862,4,33,529.889,529.889,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,0.1,12.1,7,4.1,2.9,4.3,48.4,9.4,10.6,0.7,0.2,https://www.epa.gov/energy/emissions-generation-resource-integrated-database-egrid
