Name,RecordType,COMPANY_SHUTTLE__C,kgCO2_Pass_Mile_Short_Haul__c,kgCO2_Pass_Mile_Medium_Haul__c,kgCO2_Pass_Mile_Long_Haul__c,kgCO2e_Pass_Mile_CH4_Short_Haul__c,kgCO2e_Pass_Mile_CH4_Medium_Haul__c,kgCO2e_Pass_Mile_CH4_Long_Haul__c,kgCO2e_Pass_Mile_N2O_Short_Haul__c,kgCO2e_Pass_Mile_N2O_Medium_Haul__c,kgCO2e_Pass_Mile_N2O_Long_Haul__c,DIESEL_CH4_FACTOR_G_MMBTU__C,DIESEL_CO2_FACTOR__C,DIESEL_N2O_FACTOR_G_MMBTU__C,HS_AUSTRALIA__C,HS_AUSTRIA__C,HS_CANADA__C,HS_CARIBBEAN_REGION__C,HS_CHINA_HONG_KONG__C,HS_CHINA__C,HS_FRANCE__C,HS_GERMANY_SOUTHERN_REGION__C,HS_GERMANY__C,HS_INDIA__C,HS_INDONESIA__C,HS_INTERNATIONAL__C,HS_JAPAN__C,HS_MALAYSIA__C,HS_MEXICO__C,HS_RUSSIAN_FEDERATION__C,HS_SAUDI_ARABIA__C,HS_SINGAPORE__C,HS_SOUTH_KOREA__C,HS_SPAIN__C,HS_SWITZERLAND__C,HS_THAILAND__C,HS_TURKEY__C,HS_UK_LONDON__C,HS_UK_OTHER__C,HS_VIETNAM__C,HOTEL_STAY__C,PERSONAL_CAR_DEFRA__C,PERSONAL_CAR_EPA__C,TAXI_LIMOUSINE_DEFRA__C,TAXI_LIMOUSINE_EPA__C,TRAIN_DEFRA__C,TRAIN_EPA__C,SHUTTLE_DIESEL_EMISSION_FACTOR_GCH4_MILE__C,SHUTTLE_DIESEL_EMISSION_FACTOR_GN2O_MILE__C,AMER_Taxi_Limousine_Rate_Mile__c,APAC_Taxi_Limousine_Rate_Mile__c,EMEA_Taxi_Limousine_Rate_Mile__c,AMER_Train_Rate_Mile__c,APAC_Train_Rate_Mile__c,EMEA_Train_Rate_Mile__c,Data_Source__c,Emission_Factor_Update_Year__c
Scope 3 Travel Factors,Travel,10.2100000,0.2250000,0.1360000,0.1660000,0.0039000,0.0006000,0.0006000,0.0072000,0.0043000,0.0053000,3.0000000,73.9600000,0.6000000,54.2000000,17.6000000,31.9000000,83.9000000,94.9000000,82.4000000,9.9000000,26.2000000,27.7000000,106.8000000,85.6000000,63.4000000,60.1000000,64.9000000,61.0000000,51.0000000,180.8000000,37.9000000,83.0000000,45.0000000,9.3000000,55.7000000,67.3000000,29.4000000,31.1000000,43.4000000,36.4000000,0.2988100,0.3467500,0.3470000,0.4330000,0.0600000,0.1400000,0.0051000,0.0048000,2.0000000,2.0000000,7.2100000,0.2500000,0.2500000,0.2100000,https://www.gov.uk/government/collections/government-conversion-factors-for-company-reporting; https://www.epa.gov/sites/production/files/2018-03/documents/emission-factors_mar_2018_0.pdf; https://www.epa.gov/sites/production/files/2018-03/documents/emission-factors_mar_2018_0.pdf,2018
